conversation_id_str;created_at;favorite_count;raw_text;clean_text;label
1,85E+18;Fri Oct 25 15:04:58 +0000 2024;0;Lg overthinking takut sound horeg jadi trend di jakarta juga. ;lg overthinking takut sound horeg jadi trend jakarta;1
1,85E+18;Fri Oct 25 14:58:39 +0000 2024;0;pengen nyetel ini pake sound horeg https://t.co/cTnrJ6HGHb;nyetel pakai sound horeg;0
1,85E+18;Fri Oct 25 14:55:32 +0000 2024;0;Gw trauma bgt sama applewood mana soundnya jelek banget anjir. Mending lu sewa sound horeg malah lebih kedengeran co @applewood_kr;trauma banget sama applewood mana soundnya jelek banget anjir mending kamu sewa sound horeg malah lebih kedengeran co;1
1,85E+18;Fri Oct 25 14:53:14 +0000 2024;0;Yg pertama bikin sound horeg tolol yg nyawer tolol yg nyewa tolol yg ngawal idiot. Ehe;pertama buat sound horeg bodoh nyawer bodoh nyewa bodoh ngawal idiot ehe;2
1,85E+18;Fri Oct 25 14:47:49 +0000 2024;1;@Y_D_Y_P Atau jadi penduduk surabaya sekali ae itu sound horeg masuk suara surabaya dipisuhin sampe rontok ;jadi duduk surabaya sekali ae sound horeg masuk suara surabaya dipisuhin rontok;2
1,85E+18;Fri Oct 25 14:47:29 +0000 2024;0;@Riveroune Untung gak siap menghadapi dengan sound horeg itu.;untung tidak siap hadap sound horeg;0
1,85E+18;Fri Oct 25 14:40:35 +0000 2024;0;@ariyadifebri Hamdalah. Ternyata masih ada yg gak suka sound horeg selain aku ;hamdalah nyata tidak suka sound horeg aku;2
1,85E+18;Fri Oct 25 14:37:08 +0000 2024;0;@seokjinchingu buat artisnya emang si mel ngetreat bagus sih dari awal sampe akhir. minusnya emang cuman sama fansnya ajaa sama sound nya apalagi di bcis horeg;artis memang si mel ngetreat bagus sih awal akhir minus memang cuma sama fansnya ajaa sama sound nya bcis horeg;1
1,85E+18;Fri Oct 25 14:36:09 +0000 2024;4;udah gak selamat dah dari green A sumpah gak cuma sound horeg doang tapi lightning horeg juga. S22 gue udah ga sanggup. https://t.co/3G7hrRAa76;udah tidak selamat deh green a sumpah tidak cuma sound horeg lightning horeg s22 udah tidak sanggup;1
1,85E+18;Fri Oct 25 14:35:10 +0000 2024;0;@CutSarina5 Kebahagiaan ku adalah melihat Sound Horeg kebakar.;bahagia ku lihat sound horeg bakar;2
1,85E+18;Fri Oct 25 14:31:50 +0000 2024;1;@mamakchayank @mulkanjabariyan pada bisa nangkap fenomena sound horeg ? nah itu dia maksudnya bisa merusak dengan frekuensi tertentu;nangkap fenomena sound horeg kata tanya nah maksud rusak frekuensi tentu;1
1,85E+18;Fri Oct 25 14:30:14 +0000 2024;0;@c2753656664803 @riand @mhwnk_ Halah kuntul sosoan butuh modal padahal tinggal suruh bapaknya aja kan bisa Suku suka gelapin kendaraan perusak fasilitas umum pengangguran hanya mampu party pake sound horeg;halah kuntul sosoan butuh modal padahal tinggal suruh bapak kan suku suka gelapin kendara usak fasilitas umum anggur mampu party pakai sound horeg;1
1,85E+18;Fri Oct 25 14:23:13 +0000 2024;337;@aimr0d Pengalaman kemaren lama ga makan pempek eh ada di roti romi psenlah sambil ngopi Malemnya lambung seperti sewa sound horeg;alam kemaren lama tidak makan pempek eh roti romi psenlah ngopi malemnya lambung sewa sound horeg;0
1,85E+18;Fri Oct 25 14:21:57 +0000 2024;0;kalo sound horeg di taro di depan pejabat korup gapapa dah biar budeg sekalian;kalau sound horeg taro depan jabat korup gapapa deh biar budeg sekali;2
1,85E+18;Fri Oct 25 14:20:11 +0000 2024;0;sound horeg wes totok ngarep omah lek jancok wayahe wong istirahat dzolim tok;sound horeg totok ngarep omah kalau jancok wayahe orang istirahat dzolim tok;1
1,85E+18;Fri Oct 25 14:14:01 +0000 2024;0;udh mw serius ngerjain dan niat bgt bgt bgtt eh tetangga nikahan pake sound horeg. plis ini bkn desa yg rumahnya agak jauhan dan udh malemm :));mw serius ngerjain niat banget banget banget eh tetangga nikah pakai sound horeg plis bukan desa rumah jauh malemm emosi senang;1
1,85E+18;Fri Oct 25 14:08:26 +0000 2024;0;kirim sound horeg sekarang jg ke gedung sm #弔花等の非人道的行為に対し厳格な対応を #화환등비인도적행동에대해엄격대응해라 #SevereActionsAgainstFuneralFlowers;kirim sound horeg sekarang gedung sm severeactionsagainstfuneralflowers;0
1,85E+18;Fri Oct 25 14:02:33 +0000 2024;14150;Subhanallah.. ini sih namanya udah zalim sama tetangga gak kebayang gimana hari² lansia ini bertetangga sama yang punya sound horeg. https://t.co/KeX0npYZRC;subhanallah sih nama udah zalim sama tetangga tidak bayang gimana hari lansia tetangga sama punya sound horeg;1
1,85E+18;Fri Oct 25 13:57:25 +0000 2024;1;@goonjol Jadi pengen ndelok lek gaonok horeg... Lek cedek sound horeg kuping ambek dadaku nyeri opo penake ga jelas ;jadi lihat kalau gaonok horeg kalau cedek sound horeg kuping sama dada nyeri apa penake tidak jelas;1
1,85E+18;Fri Oct 25 13:56:13 +0000 2024;1;@anonjawa trus ada temenku yg orang jatim bikin sw sound horeg captionnya waktunya SDM rendah tampil . malah bangga jdi SDM rendah wkwkwkwk;trus temenku orang jawa timur buat sw sound horeg captionnya waktu sdm rendah tampil malah bangga jdi sdm rendah wkwkwkwk;2
1,85E+18;Fri Oct 25 13:49:52 +0000 2024;0;@ariyadifebri mantap aku suka sound horeg ;mantap aku suka sound horeg;0
1,85E+18;Fri Oct 25 13:46:02 +0000 2024;0;emangnya siapa sih yg ngewajibin nikah harus full sound horegdateng dari kampus gak bisa tidur jir lah;emang siapa sih ngewajibin nikah full sound horegdateng kampus tidak tidur jir lah;1
1,85E+18;Fri Oct 25 13:45:07 +0000 2024;0;@bubbleloafss ditempatmu gaada sound horeg beserta dancernya kh ;tempat gaada sound horeg serta dancernya kh;0
1,85E+18;Fri Oct 25 13:39:16 +0000 2024;0;@magicislanxd Tenang belum pengen kena tuntut kayak sound horeg kok ;tenang belum kena tuntut kayak sound horeg kok;0
1,85E+18;Fri Oct 25 09:19:57 +0000 2024;0;Moga2 semua sound horeg di Indonesia begini. Gak harus kebakaran yg bisa makan korban jiwa tp tiba2 mati permanen aja.;moga2 semua sound horeg indonesia begini tidak bakar makan korban jiwa tp tiba2 mati permanen;2
1,85E+18;Fri Oct 25 09:19:13 +0000 2024;0;@hese_begang @mhwnk_ Ngomong gini seolah jawa ga dipukul rata soal sound horeg;ngomong begini jawa tidak pukul rata soal sound horeg;1
1,85E+18;Fri Oct 25 09:18:09 +0000 2024;0;@safirawwww Percayalah mbak kabupatenku salah satu sarangnya mereka dan nyari tiap minggu ada aja alasan buat mereka bikin event bahkan hajatan pun pake sound horeg udah ga kek jaman dulu yang soundnya tuh normal aja;percaya mbak kabupaten salah satu sarang nyari tiap minggu alas buat event bahkan hajat pakai sound horeg udah tidak kek jaman dulu soundnya normal;1
1,85E+18;Fri Oct 25 09:17:03 +0000 2024;0;@ariyadifebri Serendah apa SDM orang2 d daerah yg ada sound Horeg ini? Dan setolol apa warga d sana?;serendah apa sdm orang2 d daerah sound horeg kata tanya tolol apa warga d sana kata tanya;2
1,85E+18;Fri Oct 25 09:16:22 +0000 2024;0;@meowwdoo wow sound horeg ud jkt budaya asal mlg yg merusak;wow sound horeg ud jkt budaya asal mlg rusak;2
1,85E+18;Fri Oct 25 09:15:26 +0000 2024;0;plsss bjirrr sp muterin sound horeg di blkng kantor;plsss bjirrr sp muterin sound horeg blkng kantor;1
1,85E+18;Fri Oct 25 09:13:38 +0000 2024;0;@widyangrm__ apakah u sudah melihan sound horeg disitu?;u melihan sound horeg situ kata tanya;0
1,85E+18;Fri Oct 25 09:09:27 +0000 2024;0;@ariyadifebri ini loo sound horeg yg kmrn ku blg @_mhdilhaam;loo sound horeg kmrn ku blg;0
1,85E+18;Fri Oct 25 09:09:20 +0000 2024;0;@CutSarina5 Sound horeg yg baik adalah yg terbakar.;sound horeg baik bakar;2
1,85E+18;Fri Oct 25 09:05:22 +0000 2024;0;Tanya cita-cita ke murid jawaban murid perempuan oke-oke normal kek guru polwan tentara. jawaban murid laki-laki: tukang sound horeg ;tanya cita cita murid jawab murid perempuan oke oke normal kek guru polwan tentara jawab murid laki laki tukang sound horeg;0
1,85E+18;Fri Oct 25 09:01:10 +0000 2024;1;Ya menurutku salah satu cara biar sound horeg berkurang adalah dengan ngebawa mas-nya ke kota supaya dia tahu apa yang dianggap keren di satu tempat adalah norak dan merugikan di tempat lainnya;turut salah satu cara biar sound horeg kurang ngebawa mas nya kota tahu apa anggap keren satu tempat norak rugi tempat lain;1
1,85E+18;Fri Oct 25 08:59:45 +0000 2024;7;@sidik3393 @mhwnk_ Lucu sekali yg maen sound horeg jatim selatan tapi dipukul rata 1 provinsi. ;lucu sekali maen sound horeg jawa timur selatan pukul rata 1 provinsi;1
1,85E+18;Fri Oct 25 08:58:57 +0000 2024;1;Sound Horeg klakson bus pencak silat tawuran mama kenapa aku dilahirkan di jawa ;sound horeg klakson bus pencak silat tawur mama aku lahir jawa;2
1,85E+18;Fri Oct 25 08:53:27 +0000 2024;0;@anonjawa Gimana kalo yg suka sound horeg barisin satu satu depan soundnya setel paling kenceng biar gendang telinga mereka pecah sekalian makin disawer gak tuh;gimana kalau suka sound horeg barisin satu satu depan soundnya setel paling kenceng biar gendang telinga pecah sekali makin sawer tidak;2
1,85E+18;Fri Oct 25 08:52:45 +0000 2024;0;@CutSarina5 Sound horeg yang baik adalah sound horeg yang mati;sound horeg baik sound horeg mati;2
1,85E+18;Fri Oct 25 07:55:13 +0000 2024;0;@buywle @mhwnk_ ini kalo jawa x sunda menikah satu joget satu mainin sound horeg ya cocok ;kalau jawa x sunda meni satu joget satu mainin sound horeg cocok;2
1,85E+18;Fri Oct 25 07:54:34 +0000 2024;0;https://t.co/HOWPsOdazQ Viral Pengakuan Sound Horeg: Kaca Pecah Tembok dan Rumah Rubuh Kita Makin Disawer #SoundHoreg #Viral #Jawa #Kacapecah #RumahRubuh #SoundHoreg;viral aku sound horeg kaca pecah tembok rumah rubuh makin sawer soundhoreg viral jawa kacapecah rumahrubuh soundhoreg;1
1,85E+18;Fri Oct 25 07:52:46 +0000 2024;0;@Dynghyun sound horeg tuh apaa ;sound horeg apaa;0
1,85E+18;Fri Oct 25 07:50:54 +0000 2024;0;Kepemimpinan Presiden Prabowo Subianto mendapat dukungan dari masyarakat luas. Hal ini dibuktikan dengan harapan bahwa Presiden Prabowo Subianto dapat memajukan bangsa Indonesia dengan program-programnya #DukungPresidenPrabowo #PrabowoMerakyat #PrabowoSubianto #AstaCita https://t.co/4Dpmnwz8n9;pimpin presiden prabowo subianto dapat dukung masyarakat luas bukti harap presiden prabowo subianto maju bangsa indonesia program program dukungpresidenprabowo prabowomerakyat prabowosubianto astacita;0
1,85E+18;Fri Oct 25 07:50:26 +0000 2024;0;Kepemimpinan Presiden Prabowo Subianto mendapat dukungan dari masyarakat luas. Hal ini dibuktikan dengan harapan bahwa Presiden Prabowo Subianto dapat memajukan bangsa Indonesia dengan program-programnya #DukungPresidenPrabowo #PrabowoMerakyat #PrabowoSubianto #AstaCita https://t.co/tUISI6HunJ;pimpin presiden prabowo subianto dapat dukung masyarakat luas bukti harap presiden prabowo subianto maju bangsa indonesia program program dukungpresidenprabowo prabowomerakyat prabowosubianto astacita;0
1,85E+18;Fri Oct 25 07:49:24 +0000 2024;0;@arcventic @infoXwor_ Ia bener mending kita nonton sound horeg;bener mending nonton sound horeg;0
1,85E+18;Fri Oct 25 07:49:11 +0000 2024;0;@buywle @mhwnk_ Cangkemmu cok! Gak semua jawa demen sound horeg. GFYS;cangkemmu cok kata seru tidak semua jawa demen sound horeg gfys;1
1,85E+18;Fri Oct 25 07:47:42 +0000 2024;0;@jawafess ngarahke wong sik ngrungokne sound horeg wingi kah;ngarahke orang sik ngrungokne sound horeg wing;0
1,85E+18;Fri Oct 25 07:43:12 +0000 2024;4;@ariyadifebri Sound horeg ternyata di india jg ada dan itu hiburan kaum dalit..atau kaum di luar kasta https://t.co/ixctUI9AAM;sound horeg nyata india hibur kaum dalit kaum luar kasta;1
1,85E+18;Fri Oct 25 07:41:53 +0000 2024;0;@mardiasih anak sekolah disuruh nyambut presiden adalah hal teraneh kedua setelah kenapa budaya sound horeg itu sebegitu menariknya ;anak sekolah suruh nyambut presiden aneh dua budaya sound horeg begitu tarik;1
1,85E+18;Fri Oct 25 07:41:32 +0000 2024;0;Sound horeg yg baik adalah sound horeg yg terbakar;sound horeg baik sound horeg bakar;2
1,85E+18;Fri Oct 25 07:41:26 +0000 2024;0;@TirtoID Besok dibangunin pake Sound Horeg+lagu ini https://t.co/LkTKUAdrTy;besok dibangunin pakai sound horeg lagu;0
1,85E+18;Fri Oct 25 07:38:33 +0000 2024;0;Masyarakat secara umum mendukung pemerintahan Prabowo-Gibran semoga dapat melanjutkan pembangunan yang sudah ada dan dapat memajukan serta mensejahterakan rakyat. https://t.co/keOnHfh7im;masyarakat umum dukung perintah prabowo gibran moga lanjut bangun maju sejahtera rakyat;0
1,85E+18;Fri Oct 25 07:35:48 +0000 2024;0;Dari semua hal yang gua gasuka di Indonesia. Cuma ada 1 hal yang gua benci se benci benci nya. Ini sound horeg.;semua gua gasuka indonesia cuma 1 gua benci se benci benci nya sound horeg;2
1,85E+18;Fri Oct 25 07:28:21 +0000 2024;0;@zxvfcking horeg adalah istilah yang merujuk pada sound system berukuran besar dan mengeluarkan suara menggelegar. Maksudnya apa iaaa?;horeg istilah rujuk sound system ukur besar keluar suara gelegar maksud apa iaaa kata tanya;1
1,85E+18;Fri Oct 25 07:26:18 +0000 2024;0;@ariyadifebri Buat RUU sound HoReg sepiker masjid ada RUU mana suaranya para pejabat apa harus ada korban jiwa baru di buat RUU. SDM Rendah banyak gaya gak ada manfaat e yg ada kerusakan hiburan orang India kelas bawah di bawah ke Indonesia juga kalangan orang bawah.;ruu sound horeg sepiker masjid ruu mana suara jabat apa korban jiwa baru ruu sdm rendah banyak gaya tidak manfaat nya rusa hibur orang india kelas bawah bawah indonesia kalang orang bawah;1
1,85E+18;Fri Oct 25 07:25:48 +0000 2024;1;Pecinta Sound Horeg itu emang sakit jiwa nya;cinta sound horeg memang sakit jiwa nya;2
1,85E+18;Fri Oct 25 07:24:42 +0000 2024;0;@Monsterouss_ kocak anying wkwk lo yg jawa lo yg marah2 sound horeg wkwk;kocak anying wkwk kamu jawa kamu marah2 sound horeg wkwk;2
1,85E+18;Fri Oct 25 07:22:17 +0000 2024;3;Mengritik sound horeg gak akan di-Meliana-kan spt kalau mengritik TOA @sakkusaitna @agama_nusantara @BayuAngora @spektrumku @Valhallaah @bnsphrxyzzz @RefublikAteis @Kappa_2023 @PaijoKhentirr @_chris_ting_ @ilhampurnama887;mengritik sound horeg tidak liana kan spt kalau mengritik toa;0
1,85E+18;Fri Oct 25 07:21:05 +0000 2024;0;@BayuAngora @sakkusaitna @agama_nusantara @spektrumku @Valhallaah @bnsphrxyzzz @RefublikAteis @Kappa_2023 @PaijoKhentirr @_chris_ting_ @NamoAryatara @ilhampurnama887 @iam_zelt Mengritik sound horeg gak akan di-Meliana-kan ya?;mengritik sound horeg tidak liana kan kata tanya;0
1,85E+18;Fri Oct 25 07:20:18 +0000 2024;0; gamau ikut campur tapi komen panjang bener cukup marah sono ke manajemen sama promotor kalo benefit tiket mahal ga kerasa worth it buat kalian. Tapi kalo maunya semua konser murah nonton biduan 17an noh pake sound horeg;gamau ikut campur komen panjang bener cukup marah sono manajemen sama promotor kalau benefit tiket mahal tidak rasa worth it kalian kalau mau semua konser murah nonton biduan 17an noh pakai sound horeg;1
1,85E+18;Fri Oct 25 07:16:25 +0000 2024;0;@ariyadifebri Woooo lha dikawal ya percuma gaes kita2 protes lha lgsg dikawal sm halodek trs kita protes kemana biar sound horeg ini dimusnahkan coba ??;woooo lha kawal percuma gaes kita2 protes lha lgsg kawal sm halodek terus protes biar sound horeg musnah coba kata tanya;2
1,85E+18;Fri Oct 25 07:14:28 +0000 2024;3;Sound Horeg please lagunya K-Pop aplg GG gw siap joget di atas speaker;sound horeg please lagu k pop aplg gg siap joget atas speaker;0
1,85E+18;Fri Oct 25 07:12:54 +0000 2024;0;@CutSarina5 Mereka bahagia keliatannya yg punya sound horeg;bahagia liat punya sound horeg;0
1,85E+18;Fri Oct 25 07:12:38 +0000 2024;0;@ariyadifebri Di sita aja pak polisi lumayan di jual lagi ke pelaku sound horeg terus sita lagi... Mayan kan bisnis tanpa henti ini tuh;sita pak polisi lumayan jual laku sound horeg terus sita mayan kan bisnis henti;2
1,85E+18;Fri Oct 25 07:10:24 +0000 2024;4;Intinya satu tuh anying benerin sound system elu. Kalo sampe next konser masih sember kita samperin rumah lu pake sound horeg @mecimapro;inti satu anying benerin sound system elu kalau next konser sember samperin rumah kamu pakai sound horeg;1
1,85E+18;Fri Oct 25 07:08:11 +0000 2024;0;@Sahlan_Holic Di tetangga desaku malah udah jadi tradisi tiap lebaran. Wkwk satu desa ngadain lomba horeg jadi tiap kampung (musala) pada nyewa sound dari jatim dg rentang puluhan sampai ratusan jt. Wkwk.;tetangga desa malah udah jadi tradisi tiap lebaran wkwk satu desa ngadain lomba horeg jadi tiap kampung musala nyewa sound jawa timur dg rentang puluh ratus jt wkwk;1
1,85E+18;Fri Oct 25 07:07:29 +0000 2024;171;Sound horeg adalah ejekan kepada negara karena tidak bisa menertibkan polusi suara. https://t.co/ZAKO6f6Bg4;sound horeg ejek negara tidak tertib polusi suara;1
1,85E+18;Fri Oct 25 07:01:28 +0000 2024;2;Yang kayak gini kok dinormalisasikan ya ga ngerti sama jalan pikiran orang-orang yang suka + ngawal udah cuaca panas ditambah adanya sound horeg apa ga makin pening tu kepala ;kayak begini kok normalisasi tidak ngerti sama jalan pikir orang orang suka ngawal udah cuaca panas tambah ada sound horeg apa tidak makin pening tu kepala;1
1,85E+18;Fri Oct 25 07:01:05 +0000 2024;0;@ariyadifebri Mau tanya siapa yang nyawer? Terus kalo rumah rontok yang renov siapa? Lagian yaa yang rumahnya kena efek sound horeg kek gini tuh gapernah keliatan speak up too.. Inget ibu yang nyirami air ke tim sound? Dia malah di kroyok loh padahal menyuarakan kebaikan : );mau tanya siapa nyawer kata tanya terus kalau rumah rontok renov siapa kata tanya lagi yaa rumah kena efek sound horeg kek begini gapernah liat speak up too inget ibu nyirami air tim sound kata tanya malah kroyok loh padahal suara baik;1
1,85E+18;Fri Oct 25 06:59:05 +0000 2024;0;weird things today adalah dapet info tetangga depan sampe jual rumah biar pindah ke daerah yg aga jauh dikit dr rumah krn sodara gw literally samping rumah TIAP HARI MAININ SOUND HOREG WKWK MUSNAH AJA LO DZOLIM MALAH JD ORG LAIN YG PINDAH GMN CERITANYA;weird things today dapet info tetangga depan jual rumah biar pindah daerah aga jauh dikit rumah krn sodara literally samping rumah tiap hari mainin sound horeg wkwk musnah kamu dzolim malah jd orang pindah gmn cerita;1
1,85E+18;Fri Oct 25 06:52:49 +0000 2024;0;Bangke rumah gua kena sound horeg seharian dah ini berisiknya;bangke rumah gua kena sound horeg hari deh berisik;1
1,85E+18;Fri Oct 25 06:52:27 +0000 2024;0;duh anjir dear pak manager lu kalo bgitu mulu asli gue puterin xh xymphony pake sound horeg diruangan lu bjirlaaaa kesaaaalllll;duh anjir dear pak manager kamu kalau bgitu mulu asli puterin xh xymphony pakai sound horeg ruang kamu bjirlaaaa kesaaaalllll;2
1,85E+18;Fri Oct 25 06:51:22 +0000 2024;1;Ini efek samping dari kebanyakan 'nrimo ing pandum' kah? Rumahnya roboh karena sound horeg kok malah loss seakan gak terjadi apa2 https://t.co/XrA51dka0b;efek samping banyak nrimo ing pandum kata tanya rumah roboh sound horeg kok malah loss akan tidak jadi apa2;2
1,85E+18;Fri Oct 25 06:50:30 +0000 2024;1;@CutSarina5 Bagusss tolong perbanyak yang kebakar ya sound horeg ini.;bagusss banyak bakar sound horeg;2
1,85E+18;Fri Oct 25 06:48:47 +0000 2024;0;@ariyadifebri bersyukur saia nda lahir di daerah marak sound horeg ;syukur saia nda lahir daerah marak sound horeg;0
1,85E+18;Fri Oct 25 06:48:39 +0000 2024;0;@ariyadifebri Azab apa ya nanti yang akan diterima pencipta sound horeg? ;azab apa terima cipta sound horeg kata tanya;2
1,85E+18;Fri Oct 25 06:47:50 +0000 2024;0;@kepinwhy @ariyadifebri rill anjg malu in aja sound horeg memek ini;rill anjg malu in sound horeg memek;2
1,85E+18;Fri Oct 25 06:42:05 +0000 2024;0;Yaudah kita kunci kamu dari dalem terus hadepin kupingmu ke sound horeg aja gimana?;yaudah kunci kamu dalem terus hadepin kuping sound horeg gimana kata tanya;2
1,85E+18;Fri Oct 25 06:37:58 +0000 2024;0;Toa masjid dibatasi sound horeg dikawal pulici. ;toa masjid batas sound horeg kawal pulici;1
1,85E+18;Fri Oct 25 06:37:50 +0000 2024;0;Orang yg ngide adain sound horeg tuh tolol anjing goblokkkk;orang ngide adain sound horeg bodoh anjing goblokkkk;2
1,85E+18;Fri Oct 25 06:28:12 +0000 2024;0;@CutSarina5 Alhamdulillah semoga sound horeg terbakar makin banyak.. Aaaamiiiiiiiinnnnn;alhamdulillah moga sound horeg bakar makin banyak aaaamiiiiiiiinnnnn;2
1,85E+18;Fri Oct 25 06:23:21 +0000 2024;0;Coba aja sound horeg udah ada di jaman muhammad al fatih konstatinopel makin gampang ditaklukin.;coba sound horeg udah jaman muhammad al fatih konstatinopel makin gampang ditaklukin;0
1,85E+18;Fri Oct 25 06:21:36 +0000 2024;8;Buat yang mau denger DISEASE dengan versi lebih jedag-jedug dan bassnya nendang berasa denger pake sound horeg coba download Deezer dan cobain free trialnya deh. Kualitas suaranya setara sama Tidal oke punya. Soalnya pas didenger di Apple Music dan Spotify kurang nendang https://t.co/lPEwRlDPcF;mau denger disease versi lebih jedag jedug bassnya nendang asa denger pakai sound horeg coba download deezer cobain free trialnya deh kualitas suara tara sama tidal oke punya soal pas didenger apple music spotify kurang nendang;0
1,85E+18;Fri Oct 25 06:20:46 +0000 2024;0;@ariyadifebri Maafkan daku harus ngetik ini benar sumber daya manusia rendah :) untung diprovinsiku ga ada sound horeg. Norak kalian semua. Merugikan mengganggu ketentraman org sekitar;maaf daku ngetik benar sumber daya manusia rendah emosi senang untung provinsi tidak sound horeg norak kalian semua rugi ganggu ketentraman orang;1
1,85E+18;Fri Oct 25 06:18:11 +0000 2024;11;@wilsof_ ditempatku sih blm tapi melihat kebiasaan org2 dsini kalo pake sound keras2 takut mereka juga suka horeg;tempat sih blm lihat biasa org2 dsini kalau pakai sound keras2 takut suka horeg;1
1,85E+18;Fri Oct 25 06:13:01 +0000 2024;0;@jougiou Yg di sby parahh kak Beneran kualitas sound horeg;sby parahh kak beneran kualitas sound horeg;1
1,85E+18;Fri Oct 25 06:10:05 +0000 2024;0;Ide baru buat pemerintah yg mau nggusur warganya nih. Setel aja sound horeg seminggu penuh full blast. Rumah hancur rata gpp kan mereka seneng. Win win solution ;ide baru perintah mau nggusur warga nih setel sound horeg minggu penuh full blast rumah hancur rata gpp kan neng win win solution;2
1,85E+18;Fri Oct 25 06:08:53 +0000 2024;0;@ariyadifebri bawa sound horeg jalur hambalang;bawa sound horeg jalur hambalang;0
1,85E+18;Fri Oct 25 06:06:10 +0000 2024;0;@ariyadifebri ya emang masyarakatnya udah gk bisa ditolong sih sound horeg juga ada karena kemauan masyarakatnya.;memang masyarakat udah tidak tolong sih sound horeg mau masyarakat;1
1,85E+18;Fri Oct 25 06:04:30 +0000 2024;0;@CutSarina5 Berita viral yg menyenangkan. Semoga semakin banyak sound horeg yg kebakaran...;berita viral senang moga makin banyak sound horeg bakar;2
1,85E+18;Fri Oct 25 05:02:11 +0000 2024;0;@CutSarina5 Ini baru pertunjukan soundhoreg yang sebenarnya;baru tunjuk soundhoreg benar;0
1,85E+18;Fri Oct 25 04:52:38 +0000 2024;0;@Bby_fue @banyaklukanyaa @ariyadifebri Sound horeg tuh buat apa sih kak? Buat merayakan apa?;sound horeg apa sih kak kata tanya raya apa kata tanya;1
1,85E+18;Fri Oct 25 04:51:34 +0000 2024;0;Duit dari ngebuzz mau buat bikin sound horeg y lur??;duit ngebuzz mau buat sound horeg y lur kata tanya;0
1,85E+18;Fri Oct 25 04:50:29 +0000 2024;0;gendeng. gak jelas bgt sumpah kalian semua yg suka sound horeg atau kalian yg bikin sound horeg apalagi ngedukung sound horeg.;gendeng tidak jelas banget sumpah kalian semua suka sound horeg kalian buat sound horeg ngedukung sound horeg;2
1,85E+18;Fri Oct 25 04:50:11 +0000 2024;1137;@anonjawa Jatim semenjak dipimpin khofifah banyakin pengajian rakyat ga diurus prguruan silat jatim rusuh dijepang 0 reaksi jalanan ancur 0 reaksi trend sound horeg tolol merugikan masyarakat 0 reaksi. Jatim makin mundur makin ancur SDMnya;jawa timur semenjak pimpin khofifah banyakin aji rakyat tidak urus prguruan silat jawa timur rusuh dijepang 0 reaksi jalan ancur 0 reaksi trend sound horeg bodoh rugi masyarakat 0 reaksi jawa timur makin mundur makin ancur sdmnya;1
1,85E+18;Fri Oct 25 04:47:07 +0000 2024;0;kenapa kudu mecahin kaca sih?! harusnya sound horeg tuh di ruang lapang.. gada rumah2 dll kalo dah di ruang lapang gitu sekalian tuh kencengin lagi volumenya biar yang pecah badan lo pada aja... jangan kaca rumah oranggg;kudu mecahin kaca sih kata tanya kata seru harus sound horeg ruang lapang gada rumah2 kalau deh ruang lapang gitu sekali kencengin volume biar pecah badan kamu jangan kaca rumah oranggg;1
1,85E+18;Fri Oct 25 04:42:50 +0000 2024;71;@banyaklukanyaa @ariyadifebri Aku pernah lihat ada ibu-ibu yg complain warung nya kebisingan malah mau di pukul sama antek antek sound horeg tolol itu. Miris.;aku pernah lihat ibu ibu complain warung nya bising malah mau pukul sama antek antek sound horeg bodoh miris;1
1,85E+18;Fri Oct 25 04:42:29 +0000 2024;26;@coconath_ty @kepinwhy @ariyadifebri sebutkan selain jawa yg budayanya sound horeg;sebut jawa budaya sound horeg;2
1,85E+18;Fri Oct 25 04:42:02 +0000 2024;0;@Monsterouss_ @coconath_ty @kepinwhy @ariyadifebri kan lo sendiri yg ngomong ga perlu mendiskreditkan ras ga perlu bawa bawa suku makanya gw nanya anjing daerah lain mana yg ada sound horeg kocak;kan kamu sendiri ngomong tidak perlu diskredit ras tidak perlu bawa bawa suku makanya nanya anjing daerah mana sound horeg kocak;1
1,85E+18;Fri Oct 25 04:39:55 +0000 2024;0;Tar kalo lu mati kuburan lo dalemnya kasih sound horeg;tar kalau kamu mati kubur kamu dalem kasih sound horeg;2
1,85E+18;Fri Oct 25 04:39:45 +0000 2024;0;@CutSarina5 Wkwkwkw sound horeg aja di support pemerintah Kata nya endonesia emas 2045 Tapi gak mau ubah sistem sosial masyarakat tolol pemerintah ;wkwkwkw sound horeg support perintah kata nya endonesia emas 2045 tidak mau ubah sistem sosial masyarakat bodoh perintah;2
1,85E+18;Fri Oct 25 04:39:35 +0000 2024;0;@Monsterouss_ @coconath_ty @kepinwhy @ariyadifebri eh ngentot lo yg typo lo yang ngegas dasar anak kurang gizi lo masa dikasih auto correct malah salah dasar orang tolol lagi bahas sound horeg malah bahas geber motor udah dikasih argumen muter muter lagi bahas typo kocak lo daki kuda mana argumen lo mana goblok;eh ngentot kamu typo kamu ngegas dasar anak kurang gizi kamu masa kasih auto correct malah salah dasar orang bodoh bahas sound horeg malah bahas geber motor udah kasih argumen muter muter bahas typo kocak kamu daki kuda mana argumen kamu mana bodoh;1
1,85E+18;Fri Oct 25 04:37:44 +0000 2024;0;@prabowo pak tolong pak ngerugiin rakyat bapak nih sound horeg gajelas;pak pak ngerugiin rakyat bapak nih sound horeg tidak jelas;1
